date,Close,Volume
2009-01-02,149.78,2231100.0
2009-01-05,153.26,2471900.0
2009-01-06,162.02,4335700.0
2009-01-07,152.07,3953700.0
2009-01-08,152.78,2284100.0
2009-01-09,150.04,2003600.0
2009-01-12,148.04,2068700.0
2009-01-13,150.44,1930700.0
2009-01-14,145.3,4844200.0
2009-01-15,130.3,8042600.0
2009-01-16,128.22,7129800.0
2009-01-20,119.18,5560900.0
2009-01-21,132.1,5300200.0
2009-01-22,128.85,2248600.0
2009-01-23,125.45,3438300.0
2009-01-26,123.12,2385600.0
2009-01-27,126.76,2176800.0
2009-01-28,133.66,2734200.0
2009-01-29,129.09,1777700.0
2009-01-30,135.78,3733700.0
2009-02-02,136.98,1996200.0
2009-02-03,139.7,2890100.0
2009-02-04,140.15,2943200.0
2009-02-05,159.84,9488500.0
2009-02-06,162.5,6428500.0
2009-02-09,162.02,3323800.0
2009-02-10,157.97,2710700.0
2009-02-11,163.98,2705600.0
2009-02-12,161.8,3954000.0
2009-02-13,161.9,4451600.0
2009-02-17,155.09,4649800.0
2009-02-18,159.04,3137300.0
2009-02-19,154.55,2985200.0
2009-02-20,158.01,3307400.0
2009-02-23,152.58,2935600.0
2009-02-24,161.27,4590500.0
2009-02-25,162.57,5281900.0
2009-02-26,155.7,4694400.0
2009-02-27,158.03,4544500.0
2009-03-02,150.63,4141100.0
2009-03-03,151.01,3727400.0
2009-03-04,150.48,3955300.0
2009-03-05,146.92,3880400.0
2009-03-06,142.44,3759500.0
2009-03-09,142.44,2271900.0
2009-03-10,148.48,3908700.0
2009-03-11,147.84,2450500.0
2009-03-12,157.07,3367300.0
2009-03-13,158.31,2933500.0
2009-03-16,153.69,2205500.0
2009-03-17,162.38,2973700.0
2009-03-18,159.75,2808100.0
2009-03-19,154.1,3365800.0
2009-03-20,155.53,2470800.0
2009-03-23,162.89,2353500.0
2009-03-24,162.88,3156400.0
2009-03-25,164.53,3178800.0
2009-03-26,169.88,3650700.0
2009-03-27,167.47,1836000.0
2009-03-30,163.05,2233000.0
2009-03-31,167.48,3189700.0
2009-04-01,160.08,5088900.0
2009-04-02,165.66,3961000.0
2009-04-03,174.05,3630300.0
2009-04-06,171.53,4360500.0
2009-04-07,165.76,2615200.0
2009-04-08,167.33,1751200.0
2009-04-09,172.46,2768800.0
2009-04-13,176.06,2699700.0
2009-04-14,166.1,3381800.0
2009-04-15,165.46,3496700.0
2009-04-16,161.7,3933400.0
2009-04-17,163.06,4052600.0
2009-04-20,151.85,3613600.0
2009-04-21,164.37,4572000.0
