,date,Close,Volume
2767,2009-01-02,29.42,21879800.0
2768,2009-01-05,28.43,32414700.0
2769,2009-01-06,28.3,28746100.0
2770,2009-01-07,27.21,30532700.0
2771,2009-01-08,27.18,21431200.0
2772,2009-01-09,26.68,30941600.0
2773,2009-01-12,25.94,34301100.0
2774,2009-01-13,25.99,31596000.0
2775,2009-01-14,25.41,35365400.0
2776,2009-01-15,25.12,43214400.0
2777,2009-01-16,25.23,33338600.0
2778,2009-01-20,25.02,34309600.0
2779,2009-01-21,25.79,38034600.0
2780,2009-01-22,25.51,30169400.0
2781,2009-01-23,26.12,34115600.0
2782,2009-01-26,26.83,36092300.0
2783,2009-01-27,25.93,34692600.0
2784,2009-01-28,25.91,56239500.0
2785,2009-01-29,24.71,44475100.0
2786,2009-01-30,24.62,38075300.0
2787,2009-02-02,25.16,27045300.0
2788,2009-02-03,25.37,31427100.0
2789,2009-02-04,24.66,35628200.0
2790,2009-02-05,25.15,29736300.0
2791,2009-02-06,26.08,30843100.0
2792,2009-02-09,25.89,22255100.0
2793,2009-02-10,24.56,38130200.0
2794,2009-02-11,24.44,26144000.0
2795,2009-02-12,24.29,40520300.0
2796,2009-02-13,24.19,23517600.0
2797,2009-02-17,23.22,38112000.0
2798,2009-02-18,22.96,28523800.0
2799,2009-02-19,23.19,28024600.0
2800,2009-02-20,23.58,39915900.0
2801,2009-02-23,22.68,36406000.0
2802,2009-02-24,23.25,39478800.0
2803,2009-02-25,23.71,61244800.0
2804,2009-02-26,24.09,41741600.0
2805,2009-02-27,23.77,37716700.0
2806,2009-03-02,23.04,43542100.0
2807,2009-03-03,22.67,48163400.0
2808,2009-03-04,23.0,37300600.0
2809,2009-03-05,22.56,48618600.0
2810,2009-03-06,22.58,47881200.0
2811,2009-03-09,21.72,38643300.0
2812,2009-03-10,23.02,44400200.0
2813,2009-03-11,23.35,33882600.0
2814,2009-03-12,24.35,39954500.0
2815,2009-03-13,24.27,27803200.0
2816,2009-03-16,24.36,29189500.0
2817,2009-03-17,25.37,37695200.0
2818,2009-03-18,25.7,37357300.0
2819,2009-03-19,25.6,32987500.0
2820,2009-03-20,25.33,46474300.0
2821,2009-03-23,26.92,43655000.0
2822,2009-03-24,26.21,27414200.0
2823,2009-03-25,26.18,39049300.0
2824,2009-03-26,26.35,35361500.0
2825,2009-03-27,26.0,22141400.0
2826,2009-03-30,25.16,30121300.0
2827,2009-03-31,25.2,36371300.0
2828,2009-04-01,25.92,28587200.0
2829,2009-04-02,26.54,34390700.0
2830,2009-04-03,26.83,25397200.0
2831,2009-04-06,26.59,26659400.0
2832,2009-04-07,25.53,25641400.0
2833,2009-04-08,25.39,24619300.0
2834,2009-04-09,26.1,28114700.0
2835,2009-04-13,26.02,20062700.0
2836,2009-04-14,25.28,28959500.0
2837,2009-04-15,25.45,26884500.0
2838,2009-04-16,25.99,32196800.0
2839,2009-04-17,25.95,38768500.0
2840,2009-04-20,25.29,27395300.0
2841,2009-04-21,25.28,31561600.0
2842,2009-04-22,25.74,50205600.0
2843,2009-04-23,25.5,31435600.0
2844,2009-04-24,25.16,28151000.0
2845,2009-04-27,25.31,27429900.0
2846,2009-04-28,25.65,26093400.0
2847,2009-04-29,25.52,33417200.0
2848,2009-04-30,25.62,32452800.0
2849,2009-05-01,26.01,22080500.0
2850,2009-05-04,26.69,27262100.0
2851,2009-05-05,26.5,19289800.0
2852,2009-05-06,26.69,24744600.0
2853,2009-05-07,25.45,53202900.0
2854,2009-05-08,25.25,41608900.0
2855,2009-05-11,25.36,25613100.0
2856,2009-05-12,25.73,23279000.0
2857,2009-05-13,25.24,22668500.0
2858,2009-05-14,24.98,30646700.0
2859,2009-05-15,24.88,26496700.0
2860,2009-05-18,24.59,36769400.0
2861,2009-05-19,24.67,24914600.0
2862,2009-05-20,24.13,37882000.0
2863,2009-05-21,23.67,30920300.0
2864,2009-05-22,23.68,23530700.0
2865,2009-05-26,24.51,32507500.0
2866,2009-05-27,24.07,25870500.0
2867,2009-05-28,24.63,26422300.0
2868,2009-05-29,24.79,25233700.0
2869,2009-06-01,24.64,27941800.0
2870,2009-06-02,24.84,29322900.0
2871,2009-06-03,24.46,34404800.0
2872,2009-06-04,24.36,32978000.0
2873,2009-06-05,24.56,25765300.0
2874,2009-06-08,24.4,29625800.0
2875,2009-06-09,24.21,30352600.0
2876,2009-06-10,24.28,33411000.0
2877,2009-06-11,24.79,35597300.0
2878,2009-06-12,25.01,27039800.0
2879,2009-06-15,24.63,31969100.0
2880,2009-06-16,24.22,30526700.0
2881,2009-06-17,24.14,28055800.0
2882,2009-06-18,24.13,28695600.0
2883,2009-06-19,24.04,42416300.0
2884,2009-06-22,24.15,39821900.0
2885,2009-06-23,24.66,41863100.0
2886,2009-06-24,24.65,27201200.0
2887,2009-06-25,24.85,31696800.0
2888,2009-06-26,24.82,19882000.0
2889,2009-06-29,25.22,22878000.0
2890,2009-06-30,24.84,28441600.0
2891,2009-07-01,25.07,22519000.0
2892,2009-07-02,24.59,27003700.0
2893,2009-07-06,24.8,25566200.0
2894,2009-07-07,24.33,23763400.0
2895,2009-07-08,23.54,34086400.0
2896,2009-07-09,23.38,25462800.0
2897,2009-07-10,23.44,21822100.0
2898,2009-07-13,23.77,25730700.0
2899,2009-07-14,23.45,27101800.0
2900,2009-07-15,23.97,25683100.0
2901,2009-07-16,23.71,30285900.0
2902,2009-07-17,23.98,25912700.0
2903,2009-07-20,24.42,24105100.0
2904,2009-07-21,24.57,24142700.0
2905,2009-07-22,24.84,30913300.0
2906,2009-07-23,25.48,55032700.0
2907,2009-07-24,25.45,25717200.0
2908,2009-07-27,25.73,26250800.0
2909,2009-07-28,25.52,24557400.0
2910,2009-07-29,25.95,27078300.0
2911,2009-07-30,26.34,31404500.0
2912,2009-07-31,26.23,27379200.0
2913,2009-08-03,26.23,34187900.0
2914,2009-08-04,26.27,19863100.0
2915,2009-08-05,25.73,42977800.0
2916,2009-08-06,25.55,25765600.0
2917,2009-08-07,25.62,19730500.0
2918,2009-08-10,25.58,15679700.0
2919,2009-08-11,25.36,16444500.0
2920,2009-08-12,25.65,21036800.0
2921,2009-08-13,25.48,21245200.0
2922,2009-08-14,25.45,18786800.0
2923,2009-08-17,25.02,21303700.0
2924,2009-08-18,25.1,16982300.0
2925,2009-08-19,25.38,19880100.0
2926,2009-08-20,25.54,13681000.0
2927,2009-08-21,26.0,30830200.0
2928,2009-08-24,26.14,17992200.0
2929,2009-08-25,26.3,25475600.0
2930,2009-08-26,26.51,26693100.0
2931,2009-08-27,26.42,20301900.0
2932,2009-08-28,26.21,22062800.0
2933,2009-08-31,26.05,24767500.0
2934,2009-09-01,25.36,31911200.0
2935,2009-09-02,25.37,29285000.0
2936,2009-09-03,25.15,27532300.0
2937,2009-09-04,25.51,16719800.0
2938,2009-09-08,25.75,21345300.0
2939,2009-09-09,25.94,19201700.0
2940,2009-09-10,26.56,35040600.0
2941,2009-09-11,26.66,23542300.0
2942,2009-09-14,26.53,26606200.0
2943,2009-09-15,26.7,19275400.0
2944,2009-09-16,26.54,25665500.0
2945,2009-09-17,26.37,25145500.0
2946,2009-09-18,27.05,49498400.0
2947,2009-09-21,26.87,23354800.0
2948,2009-09-22,26.5,27689600.0
2949,2009-09-23,27.13,53261800.0
2950,2009-09-24,27.03,28739200.0
2951,2009-09-25,26.96,23518000.0
2952,2009-09-28,27.43,23377000.0
2953,2009-09-29,27.2,31896300.0
2954,2009-09-30,27.01,38454800.0
2955,2009-10-01,26.61,31201300.0
2956,2009-10-02,26.52,24775100.0
2957,2009-10-05,26.76,23034200.0
2958,2009-10-06,27.15,25783400.0
2959,2009-10-07,26.18,40363600.0
2960,2009-10-08,25.94,44218900.0
2961,2009-10-09,25.66,33143600.0
2962,2009-10-12,25.6,26048500.0
2963,2009-10-13,25.9,32306100.0
2964,2009-10-14,25.83,32655400.0
2965,2009-10-15,25.91,25918900.0
2966,2009-10-16,25.7,34930800.0
2967,2009-10-19,26.0,25901600.0
2968,2009-10-20,25.99,34658000.0
2969,2009-10-21,25.94,30628900.0
2970,2009-10-22,26.1,43752600.0
2971,2009-10-23,25.73,37077900.0
2972,2009-10-26,25.31,34507500.0
2973,2009-10-27,25.6,34932300.0
2974,2009-10-28,26.08,43220600.0
2975,2009-10-29,26.23,31943900.0
2976,2009-10-30,25.67,41562400.0
2977,2009-11-02,25.59,49682900.0
2978,2009-11-03,25.36,26771800.0
2979,2009-11-04,25.53,25297000.0
2980,2009-11-05,25.94,21940600.0
2981,2009-11-06,25.93,19102200.0
2982,2009-11-09,26.34,23649700.0
2983,2009-11-10,26.36,21837100.0
2984,2009-11-11,26.44,18360000.0
2985,2009-11-12,26.29,17008800.0
2986,2009-11-13,26.25,19805000.0
2987,2009-11-16,26.29,23566900.0
2988,2009-11-17,26.28,21470900.0
2989,2009-11-18,26.31,19595400.0
2990,2009-11-19,26.11,24110500.0
2991,2009-11-20,26.02,23736600.0
